Title,Company,City,Salary
Engineer - Instrumentation (South),Atlas Controls (Pvt) Ltd,Karachi,
Electronics Engineer,Texlabs,Korangi,
Senior Electronics Engineer / Senior Electronics Technician,Aice,Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
Primary Lead Engineer,Siemens Energy,Karachi,
Design Engineer - Solar,Exide Pakistan Limited,Karachi,
Technical Associate,Siemens Energy,Karachi,
Solar PV Design Engineer,EcoEnergy Solutions,Karachi,
Field Engineer/ Senior Field Engineer - Saddar - Lines Area - MA Jinnah Road - Kharadar,Innovative Pvt Ltd,Karachi,
Solar Design Engineer (Pre-sales),Synergy Corporation,Karachi,
UPS & Solar Technician/Engineer,Power Technology International Pvt Ltd,Karachi,
Senior Design & Application Engineer,Avanceon MEA,Karachi,
Solar Manager,Intermark product lines pvt ltd,Karachi Shahra-E-Faisal,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
Mechanical Engineer (Food & Packing),GOFY CANDY,Bhai Pheru,
Software Engineer,The Tech Inc.,Lahore,
Software Engineer,The Tech Inc.,Lahore,
Data Analyst,NCBA&E FLC,Lahore,
Junior Software Engineer,Code Creators Inc,Pakistan,
Associate Software Engineer,CureMD Healthcare,Lahore,
"Executive Engineer Substation Automation Systems – Pakistan, Karachi",Siemens,Karachi,
Engineer - Instrumentation (South),Atlas Controls (Pvt) Ltd,Karachi,
Electronics Engineer,Texlabs,Korangi,
Electronics Engineer,Texlabs,Korangi,
Senior Electronics Engineer / Senior Electronics Technician,Aice,Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
Primary Lead Engineer,Siemens Energy,Karachi,
Design Engineer - Solar,Exide Pakistan Limited,Karachi,
Technical Associate,Siemens Energy,Karachi,
Solar PV Design Engineer,EcoEnergy Solutions,Karachi,
Field Engineer/ Senior Field Engineer - Saddar - Lines Area - MA Jinnah Road - Kharadar,Innovative Pvt Ltd,Karachi,
Solar Design Engineer (Pre-sales),Synergy Corporation,Karachi,
UPS & Solar Technician/Engineer,Power Technology International Pvt Ltd,Karachi,
Senior Design & Application Engineer,Avanceon MEA,Karachi,
Solar Manager,Intermark product lines pvt ltd,Karachi Shahra-E-Faisal,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
"Executive Engineer Substation Automation Systems – Pakistan, Karachi",Siemens,Karachi,
Engineer - Instrumentation (South),Atlas Controls (Pvt) Ltd,Karachi,
Electronics Engineer,Texlabs,Korangi,
Electronics Engineer,Texlabs,Korangi,
Senior Electronics Engineer / Senior Electronics Technician,Aice,Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
Primary Lead Engineer,Siemens Energy,Karachi,
Design Engineer - Solar,Exide Pakistan Limited,Karachi,
Technical Associate,Siemens Energy,Karachi,
Solar PV Design Engineer,EcoEnergy Solutions,Karachi,
Field Engineer/ Senior Field Engineer - Saddar - Lines Area - MA Jinnah Road - Kharadar,Innovative Pvt Ltd,Karachi,
Solar Design Engineer (Pre-sales),Synergy Corporation,Karachi,
UPS & Solar Technician/Engineer,Power Technology International Pvt Ltd,Karachi,
Senior Design & Application Engineer,Avanceon MEA,Karachi,
Solar Manager,Intermark product lines pvt ltd,Karachi Shahra-E-Faisal,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
"Executive Engineer Substation Automation Systems – Pakistan, Karachi",Siemens,Karachi,
Engineer - Instrumentation (South),Atlas Controls (Pvt) Ltd,Karachi,
Electronics Engineer,Texlabs,Korangi,
Electronics Engineer,Texlabs,Korangi,
Senior Electronics Engineer / Senior Electronics Technician,Aice,Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
Primary Lead Engineer,Siemens Energy,Karachi,
Design Engineer - Solar,Exide Pakistan Limited,Karachi,
Technical Associate,Siemens Energy,Karachi,
Solar PV Design Engineer,EcoEnergy Solutions,Karachi,
Field Engineer/ Senior Field Engineer - Saddar - Lines Area - MA Jinnah Road - Kharadar,Innovative Pvt Ltd,Karachi,
Solar Design Engineer (Pre-sales),Synergy Corporation,Karachi,
UPS & Solar Technician/Engineer,Power Technology International Pvt Ltd,Karachi,
Senior Design & Application Engineer,Avanceon MEA,Karachi,
Solar Manager,Intermark product lines pvt ltd,Karachi Shahra-E-Faisal,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
"Executive Engineer Substation Automation Systems – Pakistan, Karachi",Siemens,Karachi,
Engineer - Instrumentation (South),Atlas Controls (Pvt) Ltd,Karachi,
Electronics Engineer,Texlabs,Korangi,
Electronics Engineer,Texlabs,Korangi,
Senior Electronics Engineer / Senior Electronics Technician,Aice,Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
Primary Lead Engineer,Siemens Energy,Karachi,
Design Engineer - Solar,Exide Pakistan Limited,Karachi,
Technical Associate,Siemens Energy,Karachi,
Solar PV Design Engineer,EcoEnergy Solutions,Karachi,
Field Engineer/ Senior Field Engineer - Saddar - Lines Area - MA Jinnah Road - Kharadar,Innovative Pvt Ltd,Karachi,
Solar Design Engineer (Pre-sales),Synergy Corporation,Karachi,
UPS & Solar Technician/Engineer,Power Technology International Pvt Ltd,Karachi,
Senior Design & Application Engineer,Avanceon MEA,Karachi,
Solar Manager,Intermark product lines pvt ltd,Karachi Shahra-E-Faisal,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
"Executive Engineer Substation Automation Systems – Pakistan, Karachi",Siemens,Karachi,
Engineer - Instrumentation (South),Atlas Controls (Pvt) Ltd,Karachi,
Electronics Engineer,Texlabs,Korangi,
Electronics Engineer,Texlabs,Korangi,
Senior Electronics Engineer / Senior Electronics Technician,Aice,Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
Primary Lead Engineer,Siemens Energy,Karachi,
Design Engineer - Solar,Exide Pakistan Limited,Karachi,
Technical Associate,Siemens Energy,Karachi,
Solar PV Design Engineer,EcoEnergy Solutions,Karachi,
Field Engineer/ Senior Field Engineer - Saddar - Lines Area - MA Jinnah Road - Kharadar,Innovative Pvt Ltd,Karachi,
Solar Design Engineer (Pre-sales),Synergy Corporation,Karachi,
UPS & Solar Technician/Engineer,Power Technology International Pvt Ltd,Karachi,
Senior Design & Application Engineer,Avanceon MEA,Karachi,
Solar Manager,Intermark product lines pvt ltd,Karachi Shahra-E-Faisal,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
"Executive Engineer Substation Automation Systems – Pakistan, Karachi",Siemens,Karachi,
Engineer - Instrumentation (South),Atlas Controls (Pvt) Ltd,Karachi,
Electronics Engineer,Texlabs,Korangi,
Electronics Engineer,Texlabs,Korangi,
Senior Electronics Engineer / Senior Electronics Technician,Aice,Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
Primary Lead Engineer,Siemens Energy,Karachi,
Design Engineer - Solar,Exide Pakistan Limited,Karachi,
Technical Associate,Siemens Energy,Karachi,
Solar PV Design Engineer,EcoEnergy Solutions,Karachi,
Field Engineer/ Senior Field Engineer - Saddar - Lines Area - MA Jinnah Road - Kharadar,Innovative Pvt Ltd,Karachi,
Solar Design Engineer (Pre-sales),Synergy Corporation,Karachi,
UPS & Solar Technician/Engineer,Power Technology International Pvt Ltd,Karachi,
Senior Design & Application Engineer,Avanceon MEA,Karachi,
Solar Manager,Intermark product lines pvt ltd,Karachi Shahra-E-Faisal,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
"Executive Engineer Substation Automation Systems – Pakistan, Karachi",Siemens,Karachi,
Engineer - Instrumentation (South),Atlas Controls (Pvt) Ltd,Karachi,
Electronics Engineer,Texlabs,Korangi,
Electronics Engineer,Texlabs,Korangi,
Senior Electronics Engineer / Senior Electronics Technician,Aice,Karachi,
Solar Design Engineer,Synergy Corporation,Karachi,
Primary Lead Engineer,Siemens Energy,Karachi,
Design Engineer - Solar,Exide Pakistan Limited,Karachi,
Technical Associate,Siemens Energy,Karachi,
Solar PV Design Engineer,EcoEnergy Solutions,Karachi,
Field Engineer/ Senior Field Engineer - Saddar - Lines Area - MA Jinnah Road - Kharadar,Innovative Pvt Ltd,Karachi,
Solar Design Engineer (Pre-sales),Synergy Corporation,Karachi,
UPS & Solar Technician/Engineer,Power Technology International Pvt Ltd,Karachi,
Senior Design & Application Engineer,Avanceon MEA,Karachi,
Solar Manager,Intermark product lines pvt ltd,Karachi Shahra-E-Faisal,
SR. SOLAR DESIGN ENGINEER (Post Sales),Optimum Advisory,Korangi,
Electrical Design Engineer,GENESIS SOLUTIONS PVT LTD,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Design Engineer - EPLAN,QZ Engineering Private Limited,Islamabad,
Assistant Instrumentation Engineer,Murree Brewery Company,Rawalpindi,
ELECTRICAL INTERN HIRING for MALE – A.R. Brothers,A.R.Brothers,Rawalpindi Satellite Town,
Power Design Engineer,One Network,Rawalpindi,
ELV Design Engineer,One Network,Rawalpindi,
Electrical Design Engineer,GENESIS SOLUTIONS PVT LTD,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Design Engineer - EPLAN,QZ Engineering Private Limited,Islamabad,
Assistant Instrumentation Engineer,Murree Brewery Company,Rawalpindi,
ELECTRICAL INTERN HIRING for MALE – A.R. Brothers,A.R.Brothers,Rawalpindi Satellite Town,
Power Design Engineer,One Network,Rawalpindi,
ELV Design Engineer,One Network,Rawalpindi,
Electrical Design Engineer,GENESIS SOLUTIONS PVT LTD,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Design Engineer - EPLAN,QZ Engineering Private Limited,Islamabad,
Assistant Instrumentation Engineer,Murree Brewery Company,Rawalpindi,
ELECTRICAL INTERN HIRING for MALE – A.R. Brothers,A.R.Brothers,Rawalpindi Satellite Town,
Power Design Engineer,One Network,Rawalpindi,
ELV Design Engineer,One Network,Rawalpindi,
Electrical Design Engineer,GENESIS SOLUTIONS PVT LTD,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Design Engineer - EPLAN,QZ Engineering Private Limited,Islamabad,
Assistant Instrumentation Engineer,Murree Brewery Company,Rawalpindi,
ELECTRICAL INTERN HIRING for MALE – A.R. Brothers,A.R.Brothers,Rawalpindi Satellite Town,
Power Design Engineer,One Network,Rawalpindi,
ELV Design Engineer,One Network,Rawalpindi,
Electrical Design Engineer,GENESIS SOLUTIONS PVT LTD,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Design Engineer - EPLAN,QZ Engineering Private Limited,Islamabad,
Assistant Instrumentation Engineer,Murree Brewery Company,Rawalpindi,
ELECTRICAL INTERN HIRING for MALE – A.R. Brothers,A.R.Brothers,Rawalpindi Satellite Town,
Power Design Engineer,One Network,Rawalpindi,
ELV Design Engineer,One Network,Rawalpindi,
Electrical Design Engineer,GENESIS SOLUTIONS PVT LTD,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Design Engineer - EPLAN,QZ Engineering Private Limited,Islamabad,
Assistant Instrumentation Engineer,Murree Brewery Company,Rawalpindi,
ELECTRICAL INTERN HIRING for MALE – A.R. Brothers,A.R.Brothers,Rawalpindi Satellite Town,
Power Design Engineer,One Network,Rawalpindi,
ELV Design Engineer,One Network,Rawalpindi,
Electrical Design Engineer,GENESIS SOLUTIONS PVT LTD,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Design Engineer - EPLAN,QZ Engineering Private Limited,Islamabad,
Assistant Instrumentation Engineer,Murree Brewery Company,Rawalpindi,
ELECTRICAL INTERN HIRING for MALE – A.R. Brothers,A.R.Brothers,Rawalpindi Satellite Town,
Power Design Engineer,One Network,Rawalpindi,
ELV Design Engineer,One Network,Rawalpindi,
Electrical Design Engineer,GENESIS SOLUTIONS PVT LTD,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Design Engineer - EPLAN,QZ Engineering Private Limited,Islamabad,
ELECTRICAL INTERN HIRING for MALE – A.R. Brothers,A.R.Brothers,Rawalpindi Satellite Town,
Assistant Instrumentation Engineer,Murree Brewery Company,Rawalpindi,
Power Design Engineer,One Network,Rawalpindi,
ELV Design Engineer,One Network,Rawalpindi,
Electrical Design Engineer,GENESIS SOLUTIONS PVT LTD,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Design Engineer - EPLAN,QZ Engineering Private Limited,Islamabad,
Assistant Instrumentation Engineer,Murree Brewery Company,Rawalpindi,
ELECTRICAL INTERN HIRING for MALE – A.R. Brothers,A.R.Brothers,Rawalpindi Satellite Town,
Power Design Engineer,One Network,Rawalpindi,
ELV Design Engineer,One Network,Rawalpindi,
Electrical Design Engineer,GENESIS SOLUTIONS PVT LTD,Islamabad,
Electrical Power Design Engineer,Reckon Consulting Engineers,Islamabad,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Assistant Electrical Engineer (Murree Brewery Company),Murree Brewery Company,Rawalpindi,
Design Engineer - EPLAN,QZ Engineering Private Limited,Islamabad,
ELECTRICAL INTERN HIRING for MALE – A.R. Brothers,A.R.Brothers,Rawalpindi Satellite Town,
Assistant Instrumentation Engineer,Murree Brewery Company,Rawalpindi,
Power Design Engineer,One Network,Rawalpindi,
ELV Design Engineer,One Network,Rawalpindi,
