job_id,title,company,city,salary,date_scraped,category
143,Intermediate Software Developer,Contour Software,Karachi,,2026-07-24 15:38:06,Software Engineering
144,Software Engineer - I (Integrations),Pakistan Single Window,Karachi,,2026-07-24 15:38:06,Software Engineering
145,Software Engineer (Java),TERESOL PVT. LTD,Karachi,,2026-07-24 15:38:06,Software Engineering
146,Software Quality Engineer (SQE),Forsee Logistics,Karachi,,2026-07-24 15:38:06,Software Engineering
147,Software Engineer - Backend .Net,VIDIZMO LLC,Karachi,,2026-07-24 15:38:06,Software Engineering
148,CNC Machining Programmer,Aice,Karachi,,2026-07-24 15:38:06,Other
149,Senior Software Engineer,Adal Fintech (Pvt) Ltd.,Karachi,,2026-07-24 15:38:06,Software Engineering
150,Software Engineer (.Net) - FEMALE,Techsurge Pvt. Ltd.,Karachi,,2026-07-24 15:38:06,Software Engineering
151,"Software Engineer, Data Infrastructure & Acquisition - Karachi, Pakistan",Speechify,Karachi,,2026-07-24 15:38:06,Software Engineering
152,Senior Backend Platform Engineer,Arthur Lawrence,Karachi,,2026-07-24 15:38:06,Software Engineering
153,Junior DevOps Engineer,Digital Graphiks,Karachi,,2026-07-24 15:38:06,Software Engineering
154,Software Developer.,Asianet Pakistan,Karachi,,2026-07-24 15:38:06,Software Engineering
155,Firmware Engineer,TechBiz Global GmbH,Karachi,,2026-07-24 15:38:06,Engineering
156,Software Quality Assurance Engineer,StormFiber,Karachi,,2026-07-24 15:38:06,Software Engineering
157,Software Quality Assurance Engineer,KMNR Engineering (Pvt.) Ltd,Karachi,,2026-07-24 15:38:06,Software Engineering
158,Junior Full Stack MERN Developer,Design Henge,Karachi,,2026-07-24 15:38:06,Software Engineering
159,Principal Software Engineer - I (Mobile),Pakistan Single Window,Karachi,,2026-07-24 15:38:06,Software Engineering
160,Principal Software Engineer,Adal Fintech (Pvt) Ltd.,Karachi,,2026-07-24 15:38:06,Software Engineering
161,Junior .NET Developer,Contour Software,Karachi,,2026-07-24 15:38:06,Software Engineering
162,Senior Frontend Engineer,Moniepoint,Karachi,,2026-07-24 15:38:06,Software Engineering
163,Senior Software Quality Assurance Engineer (Manual + Automation),Fossphorus Software House,Karachi,,2026-07-24 15:38:06,Engineering
164,Senior Software Engineer (PHP / AWS),TeeSquare,Karachi,,2026-07-24 15:38:06,Software Engineering
165,Senior Software Developer,Contour Software,Karachi,,2026-07-24 15:38:06,Software Engineering
166,Devops Engineer,Datamatics Technologies,Karachi,,2026-07-24 15:38:06,Software Engineering
167,Software Architect - ML/AI/Gen AI,10Pearls,Karachi,,2026-07-24 15:38:06,Software Engineering
168,Sr. Software Engineer - I (Integrations),Pakistan Single Window,Karachi,,2026-07-24 15:38:06,Software Engineering
169,Web Developer,Tech Vays,Karachi,,2026-07-24 15:38:06,Software Engineering
170,Senior Software Engineer - II (Backend) | Contractual,Pakistan Single Window,Karachi,,2026-07-24 15:38:06,Software Engineering
171,Frontend Developer,TERESOL PVT. LTD,Karachi,,2026-07-24 15:38:06,Software Engineering
172,Management Trainee Officer (MTO) – Frontend Engineering (Night Shift),Active8 Wireless,Karachi,,2026-07-24 15:38:06,Software Engineering
173,Management Trainee Officer (MTO) – Backend Engineering (Night Shift),Active8 Wireless,Karachi,,2026-07-24 15:38:06,Software Engineering
174,Trainee DevOps Engineer,RIKSOF (Private) Limited,Karachi,,2026-07-24 15:38:06,Software Engineering
175,SQA Engineer,Impetus Systems,Karachi,,2026-07-24 15:38:06,Software Engineering
176,Angular Developer - Frontend,Pivotize Consulting,Karachi,,2026-07-24 15:38:06,Software Engineering
177,Java Engineers,Confiz,Karachi,,2026-07-24 15:38:06,Software Engineering
178,Senior Full-Stack Engineer,NextgenI,Karachi,,2026-07-24 15:38:06,Software Engineering
179,"Senior Full Stack Engineer (.NET & Vue/React) - Fully Remote, CET",CoverGo,Karachi,,2026-07-24 15:38:06,Software Engineering
180,Java Developer,Qureos Inc,Karachi,,2026-07-24 15:38:06,Software Engineering
181,Senior Software Engineer - Java,Creative Chaos,Karachi,,2026-07-24 15:38:06,Software Engineering
182,Software Intern ASP.Net MVC Dote Net Core Developer,ICT Systems (Private) Limited,Karachi,,2026-07-24 15:38:06,Software Engineering
183,SQA Engineer,Qureos Inc,Karachi,,2026-07-24 15:38:06,Software Engineering
184,QA Engineer - Automation,Creative Chaos,Karachi,,2026-07-24 15:38:06,Engineering
185,SQA Engineer (Mid Level),LN Technologies,Karachi,,2026-07-24 15:38:06,Software Engineering
186,Automation Engineer,Contour Software,Karachi,,2026-07-24 15:38:06,Engineering
187,Full Stack Developer (3–11 Years Experience),Datamatics Technologies,Karachi,,2026-07-24 15:38:06,Software Engineering
188,C++ Engineer,Avanza Solutions,Karachi,,2026-07-24 15:38:06,Software Engineering
189,Platform Engineer,Datamatics Technologies,Karachi,,2026-07-24 15:38:06,Software Engineering
190,Devops Engineer,NorthBay Solutions,Karachi,,2026-07-24 15:38:06,Software Engineering
191,SQA Engineer,Strugbits (PVT.) LTD,Karachi,,2026-07-24 15:38:06,Software Engineering
192,Quality Assurance (QA) Engineer,AHF Technologies,Karachi,,2026-07-24 15:38:06,Software Engineering
193,Python Internship,InApp Solutions,Karachi,,2026-07-24 15:38:06,Software Engineering
194,Dot Net Developer (Mid Level),LN Technologies,Karachi,,2026-07-24 15:38:06,Software Engineering
195,Dot NET Core Developer (ERP Module),Ambsan Technologies,Karachi,,2026-07-24 15:38:06,Software Engineering
196,"Senior Software Engineer, Windows/Desktop Applications - Karachi, Pakistan",Speechify,Karachi,,2026-07-24 15:38:06,Software Engineering
197,Full Stack Developer,Conure Information Technology Services,Karachi,,2026-07-24 15:38:06,Software Engineering
198,Principal Software Engineer - II (Contractual),Pakistan Single Window,Karachi,,2026-07-24 15:38:06,Software Engineering
199,Mid-Senior Software Developer,Idenfo,Karachi,,2026-07-24 15:38:06,Software Engineering
200,SQA Engineer,Wavetec,Karachi,,2026-07-24 15:38:06,Software Engineering
201,Java Engineer with Python Familiarity,Confiz,Karachi,,2026-07-24 15:38:06,Software Engineering
202,SQA Engineer (Mid level),WeUno Technologies,Karachi,,2026-07-24 15:38:06,Software Engineering
203,SQA Engineer,Quanrio LLP,Karachi,,2026-07-24 15:38:06,Software Engineering
204,Full stack Engineer (Angular & .Net),VIDIZMO LLC,Karachi,,2026-07-24 15:38:06,Software Engineering
205,Associate DevOps Support Engineer,Hul Hub,Karachi,,2026-07-24 15:38:06,Software Engineering
206,Software Architect - Fullstack - Afternoon Shift,10Pearls,Karachi,,2026-07-24 15:38:06,Software Engineering
207,DevOps Engineer,Contour Software,Karachi,,2026-07-24 15:38:06,Software Engineering
208,SQA Engineer,XAutonomous L.L.C,Karachi,,2026-07-24 15:38:06,Software Engineering
209,Backend Architect - Ontology + Python + AI/ML - Afternoon,10Pearls,Karachi,,2026-07-24 15:38:06,Software Engineering
210,QA Automation Engineer,Enterprise64,Karachi,,2026-07-24 15:38:06,Engineering
211,Full-Stack Engineer Java/Spring Boot + React JS,Confiz,Karachi,,2026-07-24 15:38:06,Software Engineering
212,Staff/Senior Software Consultant - Observability Engineer,10Pearls,Karachi,,2026-07-24 15:38:06,Software Engineering
213,Senior Software Developer (PHP / Laravel),A Security Service provider,Karachi,,2026-07-24 15:38:06,Software Engineering
214,Stream Engineer,Pi Pakistan Pvt. Limited,Karachi,,2026-07-24 15:38:06,Software Engineering
215,Site Reliability Engineer (Remote),Qureos Inc,Karachi,,2026-07-24 15:38:06,Software Engineering
216,Senior Full Stack Developer,Q-Solutions,Karachi,,2026-07-24 15:38:06,Software Engineering
217,Implementation Engineer,Adal Fintech (Pvt) Ltd.,Karachi,,2026-07-24 15:38:06,Software Engineering
218,Software Quality Assurance Engineer (SQA) - Intern - Female,ICT Systems (Private) Limited,Karachi,,2026-07-24 15:38:06,Software Engineering
219,Senior Full Stack Developer,Contour Software,Karachi,,2026-07-24 15:38:06,Software Engineering
220,SQA Intern (Morning Shift),DotClick,Karachi,,2026-07-24 15:38:06,Software Engineering
221,Mobile & Web Application Developer,IOT Systems PVT. LTD.,Karachi,,2026-07-24 15:38:06,Software Engineering
222,Principal Software Consultant - AI/ML Engineer,10Pearls,Karachi,,2026-07-24 15:38:06,Software Engineering
223,Java Full Stack Developer,Contour Software,Karachi,,2026-07-24 15:38:06,Software Engineering
224,MLOps & AI Platform Engineer,Datamatics Technologies,Karachi,,2026-07-24 15:38:06,Software Engineering
225,Integration Developer,Datamatics Technologies,Karachi,,2026-07-24 15:38:06,Software Engineering
226,Senior QA Engineer,Adal Fintech (Pvt) Ltd.,Karachi,,2026-07-24 15:38:06,Software Engineering
227,Java Support Engineer - Pakistan - Karachi,DotCMS,Karachi,,2026-07-24 15:38:07,Software Engineering
228,Principal QA Engineer,NorthBay Solutions,Karachi,,2026-07-24 15:38:07,Software Engineering
229,Technical Lead Java Engineer with Python Familiarity,Confiz,Karachi,,2026-07-24 15:38:07,Software Engineering
230,Enterprise Application Developer,Datamatics Technologies,Karachi,,2026-07-24 15:38:07,Software Engineering
231,Senior Front End Developer (React),Contour Software,Karachi,,2026-07-24 15:38:07,Software Engineering
232,CAM ENGINEER / PROGRAMMER,R&D Engineering,Karachi,,2026-07-24 15:38:07,Software Engineering
233,Laravel / PhP Developer - Full time ( KHI OFFICE ),Cloud Lab,Karachi,,2026-07-24 15:38:07,Software Engineering
234,Mobile Application Developer,Dolphin Advanced Technology Services,Karachi,,2026-07-24 15:38:07,Software Engineering
235,0204 QA Test,Qureos Inc,Karachi,,2026-07-24 15:38:07,Software Engineering
236,Software Architect - Salesforce - Afternoon,10Pearls,Karachi,,2026-07-24 15:38:07,Software Engineering
237,DotnetCore Developer (Senior to Lead Level),LN Technologies,Karachi,,2026-07-24 15:38:07,Software Engineering
238,Mobile Application Developer - Android,Leopards Courier Services,Karachi,,2026-07-24 15:38:07,Software Engineering
239,Principal SQA Engineer II,Pakistan Single Window,Karachi,,2026-07-24 15:38:07,Software Engineering
240,Senior SQA Engineer - I (Contractual),Pakistan Single Window,Karachi,,2026-07-24 15:38:07,Software Engineering
241,Mobile Application Developer- React Native,Symits HR,Karachi,,2026-07-24 15:38:07,Software Engineering
242,Staff/Senior Software Consultant - Elixir,10Pearls,Karachi,,2026-07-24 15:38:07,Software Engineering
243,"Principal Java Engineer – Spring Boot, Kafka & Kubernetes",Confiz,Karachi,,2026-07-24 15:38:07,Software Engineering
244,Senior/Principal Java Developer,Confiz,Karachi,,2026-07-24 15:38:07,Software Engineering
245,"Staff/Senior Software Consultant - Azure, AKS, MLflow & Kubeflow",10Pearls,Karachi,,2026-07-24 15:38:07,Software Engineering
246,Senior DevOps Consultant - Afternoon - Fulltime,10Pearls,Karachi,,2026-07-24 15:38:07,Software Engineering
247,Software Engineer,Meer Technologies LLC,Islamabad,,2026-07-24 15:38:07,Software Engineering
248,"Software Engineer, Platform - Islamabad, Pakistan",Speechify,Islamabad,,2026-07-24 15:38:07,Software Engineering
249,Full Stack Software Engineer Mid Senior Level,WorkStaff360,Islamabad,,2026-07-24 15:38:07,Software Engineering
250,Software Engineer,MicroAgility Services,Islamabad,,2026-07-24 15:38:07,Software Engineering
251,Principal Software Engineer (.Net),Embrace Technologies Private Limited,Islamabad,,2026-07-24 15:38:07,Software Engineering
252,Software Developer Intern,Comtanix,Rawalpindi,,2026-07-24 15:38:07,Software Engineering
253,AI & Backend Engineer - Production AI & LLM Systems | Pakistan,Volga Partners,Islamabad,,2026-07-24 15:38:07,Engineering
254,Software Engineer/.Net Developers,Dera IT Solutions,Islamabad,,2026-07-24 15:38:07,Software Engineering
255,Associate Software Engineer – AI/LLM Applications,GRID Systems (PVT) Ltd.,Islamabad,,2026-07-24 15:38:07,Software Engineering
256,Assistant Engineer (Software & Data Systems),CDigital,Islamabad,,2026-07-24 15:38:07,Software Engineering
257,Senior Software Engineer | AI & Python,Texinity Technologies,Islamabad,,2026-07-24 15:38:07,Software Engineering
258,Principal Software & AI Engineer - Pakistan,Volga Partners,Islamabad,,2026-07-24 15:38:07,Software Engineering
259,Software Engineer,Bahria Town Career,Rawalpindi,,2026-07-24 15:38:07,Software Engineering
260,Software Engineer,MTBC,Rawalpindi,,2026-07-24 15:38:07,Software Engineering
261,Full-Stack Engineer,Darkroom,Islamabad,,2026-07-24 15:38:07,Software Engineering
262,Software Engineer – AI/LLM Applications,GRID Systems (PVT) Ltd.,Islamabad,,2026-07-24 15:38:07,Software Engineering
263,Firmware Engineer,TechBiz Global GmbH,Islamabad,,2026-07-24 15:38:07,Engineering
264,Junior SQA Engineer,iOPTIME Pvt. Limited,Islamabad,,2026-07-24 15:38:07,Software Engineering
265,Sr. Software Engineer,MicroAgility Services,Islamabad,,2026-07-24 15:38:07,Software Engineering
266,Principal Software Engineer I,Zones,Islamabad,,2026-07-24 15:38:07,Software Engineering
267,Software Engineer ( Flutter & .NET ),Metropolitan Warehouse & Delivery Corp,Rawalpindi,,2026-07-24 15:38:07,Software Engineering
268,Backend AI & Data Pipeline Engineer,Seeka Technology,Islamabad,,2026-07-24 15:38:07,Software Engineering
269,Software Engineer – iOS,GRID Systems (PVT) Ltd.,Islamabad,,2026-07-24 15:38:07,Software Engineering
270,Front End Engineer - Remote,EventMobi,Islamabad,,2026-07-24 15:38:07,Software Engineering
271,Junior QA Engineer,APPINSNAP,Islamabad,,2026-07-24 15:38:07,Software Engineering
272,Senior Software Engineer - Java + MongoDB,Convo,Islamabad,,2026-07-24 15:38:07,Software Engineering
